分拣中心,日期,班次,正式工,临时工
'SC19',2023/12/27,'16-24',2,16
'SC2',2023/12/27,'0-8',1,7
'SC2',2023/12/27,'5-13',2,4
'SC2',2023/12/27,'8-16',2,11
'SC2',2023/12/27,'12-20',1,1
'SC2',2023/12/27,'14-22',1,8
'SC2',2023/12/27,'16-24',1,23
'SC20',2023/12/27,'0-8',1,1
'SC20',2023/12/27,'5-13',1,1
'SC20',2023/12/27,'8-16',1,1
'SC20',2023/12/27,'12-20',1,1
'SC20',2023/12/27,'14-22',1,1
'SC20',2023/12/27,'16-24',1,1
'SC21',2023/12/27,'0-8',1,1
'SC21',2023/12/27,'5-13',2,1
'SC21',2023/12/27,'8-16',1,1
'SC21',2023/12/27,'12-20',2,1
'SC21',2023/12/27,'14-22',1,1
'SC21',2023/12/27,'16-24',2,3
'SC22',2023/12/27,'0-8',4,13
'SC22',2023/12/27,'5-13',4,15
'SC22',2023/12/27,'8-16',1,2
'SC22',2023/12/27,'12-20',2,7
'SC22',2023/12/27,'14-22',6,2
'SC22',2023/12/27,'16-24',5,20
'SC23',2023/12/27,'0-8',1,1
'SC23',2023/12/27,'5-13',1,2
'SC23',2023/12/27,'8-16',1,7
'SC23',2023/12/27,'12-20',1,1
'SC23',2023/12/27,'14-22',2,1
'SC23',2023/12/27,'16-24',2,9
'SC24',2023/12/27,'0-8',4,6
'SC24',2023/12/27,'5-13',1,2
'SC24',2023/12/27,'8-16',6,9
'SC24',2023/12/27,'12-20',4,2
'SC24',2023/12/27,'14-22',4,5
'SC24',2023/12/27,'16-24',1,1
'SC25',2023/12/27,'0-8',8,157
'SC25',2023/12/27,'5-13',3,24
'SC25',2023/12/27,'8-16',3,3
'SC25',2023/12/27,'12-20',9,68
'SC25',2023/12/27,'14-22',1,1
'SC25',2023/12/27,'16-24',1,228
'SC26',2023/12/27,'0-8',1,3
'SC26',2023/12/27,'5-13',1,11
'SC26',2023/12/27,'8-16',1,9
'SC26',2023/12/27,'12-20',3,5
'SC26',2023/12/27,'14-22',1,1
'SC26',2023/12/27,'16-24',1,4
'SC27',2023/12/27,'0-8',4,1
'SC27',2023/12/27,'5-13',1,1
'SC27',2023/12/27,'8-16',5,5
'SC27',2023/12/27,'12-20',5,1
'SC27',2023/12/27,'14-22',4,2
'SC27',2023/12/27,'16-24',1,16
'SC28',2023/12/27,'0-8',1,1
'SC28',2023/12/27,'5-13',1,1
'SC28',2023/12/27,'8-16',1,1
'SC28',2023/12/27,'12-20',1,1
'SC28',2023/12/27,'14-22',1,1
'SC28',2023/12/27,'16-24',1,2
'SC29',2023/12/27,'0-8',1,9
'SC29',2023/12/27,'5-13',1,1
'SC29',2023/12/27,'8-16',2,16
'SC29',2023/12/27,'12-20',1,1
'SC29',2023/12/27,'14-22',1,1
'SC29',2023/12/27,'16-24',1,29
'SC3',2023/12/27,'0-8',2,86
'SC3',2023/12/27,'5-13',2,29
'SC3',2023/12/27,'8-16',1,6
'SC3',2023/12/27,'12-20',5,3
'SC3',2023/12/27,'14-22',2,20
'SC3',2023/12/27,'16-24',12,16
'SC30',2023/12/27,'0-8',1,4
'SC30',2023/12/27,'5-13',1,1
'SC30',2023/12/27,'8-16',2,5
'SC30',2023/12/27,'12-20',3,7
'SC30',2023/12/27,'14-22',1,1
'SC30',2023/12/27,'16-24',1,7
'SC31',2023/12/27,'0-8',1,49
'SC31',2023/12/27,'5-13',1,17
'SC31',2023/12/27,'8-16',4,4
'SC31',2023/12/27,'12-20',5,25
'SC31',2023/12/27,'14-22',8,5
'SC31',2023/12/27,'16-24',1,19
'SC32',2023/12/27,'0-8',2,1
'SC32',2023/12/27,'5-13',2,1
'SC32',2023/12/27,'8-16',2,1
'SC32',2023/12/27,'12-20',1,1
'SC32',2023/12/27,'14-22',1,1
'SC32',2023/12/27,'16-24',2,4
'SC34',2023/12/27,'0-8',6,16
'SC34',2023/12/27,'5-13',4,1
'SC34',2023/12/27,'8-16',8,8
'SC34',2023/12/27,'12-20',2,4
'SC34',2023/12/27,'14-22',1,1
'SC34',2023/12/27,'16-24',2,27
'SC35',2023/12/27,'0-8',10,72
'SC35',2023/12/27,'5-13',6,1
'SC35',2023/12/27,'8-16',1,61
'SC35',2023/12/27,'12-20',1,1
'SC35',2023/12/27,'14-22',12,1
'SC35',2023/12/27,'16-24',7,135
'SC36',2023/12/27,'0-8',1,1
'SC36',2023/12/27,'5-13',1,1
'SC36',2023/12/27,'8-16',1,1
'SC36',2023/12/27,'12-20',1,1
'SC36',2023/12/27,'14-22',1,1
'SC36',2023/12/27,'16-24',1,1
'SC37',2023/12/27,'0-8',1,1
'SC37',2023/12/27,'5-13',1,1
'SC37',2023/12/27,'8-16',1,2
'SC37',2023/12/27,'12-20',1,1
'SC37',2023/12/27,'14-22',1,1
'SC37',2023/12/27,'16-24',1,2
'SC38',2023/12/27,'0-8',1,10
'SC38',2023/12/27,'5-13',1,1
'SC38',2023/12/27,'8-16',5,3
'SC38',2023/12/27,'12-20',3,1
'SC38',2023/12/27,'14-22',3,1
'SC38',2023/12/27,'16-24',3,10
'SC39',2023/12/27,'0-8',1,5
'SC39',2023/12/27,'5-13',2,1
'SC39',2023/12/27,'8-16',2,1
'SC39',2023/12/27,'12-20',2,1
'SC39',2023/12/27,'14-22',2,1
'SC39',2023/12/27,'16-24',1,6
'SC4',2023/12/27,'0-8',4,114
'SC4',2023/12/27,'5-13',1,4
'SC4',2023/12/27,'8-16',1,28
'SC4',2023/12/27,'12-20',1,14
'SC4',2023/12/27,'14-22',1,1
'SC4',2023/12/27,'16-24',4,133
'SC40',2023/12/27,'0-8',1,7
'SC40',2023/12/27,'5-13',1,1
'SC40',2023/12/27,'8-16',2,5
'SC40',2023/12/27,'12-20',1,1
'SC40',2023/12/27,'14-22',1,1
'SC40',2023/12/27,'16-24',2,7
'SC41',2023/12/27,'0-8',1,1
'SC41',2023/12/27,'5-13',1,1
'SC41',2023/12/27,'8-16',1,6
'SC41',2023/12/27,'12-20',1,1
'SC41',2023/12/27,'14-22',1,1
'SC41',2023/12/27,'16-24',1,1
'SC43',2023/12/27,'0-8',2,1
'SC43',2023/12/27,'5-13',3,1
'SC43',2023/12/27,'8-16',6,3
'SC43',2023/12/27,'12-20',2,1
'SC43',2023/12/27,'14-22',3,2
'SC43',2023/12/27,'16-24',1,1
'SC44',2023/12/27,'0-8',8,8
'SC44',2023/12/27,'5-13',1,1
'SC44',2023/12/27,'8-16',2,30
'SC44',2023/12/27,'12-20',1,15
'SC44',2023/12/27,'14-22',3,27
'SC44',2023/12/27,'16-24',1,96
'SC46',2023/12/27,'0-8',1,1
'SC46',2023/12/27,'5-13',1,1
'SC46',2023/12/27,'8-16',2,7
'SC46',2023/12/27,'12-20',2,9
'SC46',2023/12/27,'14-22',2,12
'SC46',2023/12/27,'16-24',2,8
'SC47',2023/12/27,'0-8',1,162
'SC47',2023/12/27,'5-13',6,26
'SC47',2023/12/27,'8-16',1,71
'SC47',2023/12/27,'12-20',14,21
'SC47',2023/12/27,'14-22',1,27
'SC47',2023/12/27,'16-24',34,113
'SC48',2023/12/27,'0-8',1,1
'SC48',2023/12/27,'5-13',1,1
'SC48',2023/12/27,'8-16',1,1
'SC48',2023/12/27,'12-20',1,1
'SC48',2023/12/27,'14-22',1,1
'SC48',2023/12/27,'16-24',1,1
'SC49',2023/12/27,'0-8',1,38
'SC49',2023/12/27,'5-13',8,1
'SC49',2023/12/27,'8-16',2,18
'SC49',2023/12/27,'12-20',1,1
'SC49',2023/12/27,'14-22',1,7
'SC49',2023/12/27,'16-24',6,16
'SC5',2023/12/27,'0-8',7,106
'SC5',2023/12/27,'5-13',11,1
'SC5',2023/12/27,'8-16',2,48
'SC5',2023/12/27,'12-20',9,32
'SC5',2023/12/27,'14-22',4,9
'SC5',2023/12/27,'16-24',5,72
'SC51',2023/12/27,'0-8',1,51
'SC51',2023/12/27,'5-13',3,1
'SC51',2023/12/27,'8-16',1,27
'SC51',2023/12/27,'12-20',1,14
'SC51',2023/12/27,'14-22',3,1
'SC51',2023/12/27,'16-24',1,40
'SC52',2023/12/27,'0-8',3,1
'SC52',2023/12/27,'5-13',1,1
'SC52',2023/12/27,'8-16',2,2
'SC52',2023/12/27,'12-20',1,1
'SC52',2023/12/27,'14-22',1,1
'SC52',2023/12/27,'16-24',1,7
'SC53',2023/12/27,'0-8',15,52
'SC53',2023/12/27,'5-13',6,1
'SC53',2023/12/27,'8-16',4,46
'SC53',2023/12/27,'12-20',10,25
'SC53',2023/12/27,'14-22',8,1
'SC53',2023/12/27,'16-24',7,180
'SC54',2023/12/27,'0-8',7,1
'SC54',2023/12/27,'5-13',2,7
'SC54',2023/12/27,'8-16',1,12
'SC54',2023/12/27,'12-20',6,1
'SC54',2023/12/27,'14-22',1,1
'SC54',2023/12/27,'16-24',7,22
'SC55',2023/12/27,'0-8',1,3
'SC55',2023/12/27,'5-13',1,5
'SC55',2023/12/27,'8-16',3,5
'SC55',2023/12/27,'12-20',2,4
'SC55',2023/12/27,'14-22',3,1
'SC55',2023/12/27,'16-24',1,1
'SC56',2023/12/27,'0-8',1,1
'SC56',2023/12/27,'5-13',1,1
'SC56',2023/12/27,'8-16',1,2
'SC56',2023/12/27,'12-20',1,1
'SC56',2023/12/27,'14-22',1,1
'SC56',2023/12/27,'16-24',1,5
'SC57',2023/12/27,'0-8',3,51
'SC57',2023/12/27,'5-13',1,1
'SC57',2023/12/27,'8-16',3,14
'SC57',2023/12/27,'12-20',1,1
'SC57',2023/12/27,'14-22',3,1
'SC57',2023/12/27,'16-24',1,25
'SC58',2023/12/27,'0-8',1,1
'SC58',2023/12/27,'5-13',1,1
'SC58',2023/12/27,'8-16',1,1
'SC58',2023/12/27,'12-20',1,1
'SC58',2023/12/27,'14-22',1,1
'SC58',2023/12/27,'16-24',2,4
'SC6',2023/12/27,'0-8',7,81
'SC6',2023/12/27,'5-13',3,41
'SC6',2023/12/27,'8-16',1,1
'SC6',2023/12/27,'12-20',5,27
'SC6',2023/12/27,'14-22',2,11
'SC6',2023/12/27,'16-24',18,104
'SC60',2023/12/27,'0-8',8,225
'SC60',2023/12/27,'5-13',4,48
'SC60',2023/12/27,'8-16',16,23
'SC60',2023/12/27,'12-20',2,33
'SC60',2023/12/27,'14-22',9,24
'SC60',2023/12/27,'16-24',16,220
'SC61',2023/12/27,'0-8',1,1
'SC61',2023/12/27,'5-13',1,1
'SC61',2023/12/27,'8-16',1,1
'SC61',2023/12/27,'12-20',1,1
'SC61',2023/12/27,'14-22',2,1
'SC61',2023/12/27,'16-24',2,1
'SC63',2023/12/27,'0-8',1,2
'SC63',2023/12/27,'5-13',2,2
'SC63',2023/12/27,'8-16',1,3
'SC63',2023/12/27,'12-20',1,1
'SC63',2023/12/27,'14-22',2,1
'SC63',2023/12/27,'16-24',1,1
'SC66',2023/12/27,'0-8',1,1
'SC66',2023/12/27,'5-13',1,2
'SC66',2023/12/27,'8-16',1,2
'SC66',2023/12/27,'12-20',1,1
'SC66',2023/12/27,'14-22',1,1
'SC66',2023/12/27,'16-24',1,1
'SC68',2023/12/27,'0-8',1,1
'SC68',2023/12/27,'5-13',1,1
'SC68',2023/12/27,'8-16',2,2
'SC68',2023/12/27,'12-20',1,1
'SC68',2023/12/27,'14-22',1,1
'SC68',2023/12/27,'16-24',2,4
'SC7',2023/12/27,'0-8',8,114
'SC7',2023/12/27,'5-13',9,1
'SC7',2023/12/27,'8-16',5,37
'SC7',2023/12/27,'12-20',12,72
'SC7',2023/12/27,'14-22',4,1
'SC7',2023/12/27,'16-24',1,128
'SC8',2023/12/27,'0-8',1,131
'SC8',2023/12/27,'5-13',14,8
'SC8',2023/12/27,'8-16',1,50
'SC8',2023/12/27,'12-20',5,29
'SC8',2023/12/27,'14-22',7,33
'SC8',2023/12/27,'16-24',19,117
'SC9',2023/12/27,'0-8',5,103
'SC9',2023/12/27,'5-13',1,42
'SC9',2023/12/27,'8-16',1,50
'SC9',2023/12/27,'12-20',1,1
'SC9',2023/12/27,'14-22',1,1
'SC9',2023/12/27,'16-24',13,41
'SC1',2023/12/28,'0-8',13,120
'SC1',2023/12/28,'5-13',2,44
'SC1',2023/12/28,'8-16',10,49
'SC1',2023/12/28,'12-20',11,20
'SC1',2023/12/28,'14-22',3,1
'SC1',2023/12/28,'16-24',9,124
'SC10',2023/12/28,'0-8',2,145
'SC10',2023/12/28,'5-13',11,8
'SC10',2023/12/28,'8-16',1,33
'SC10',2023/12/28,'12-20',15,35
'SC10',2023/12/28,'14-22',3,18
'SC10',2023/12/28,'16-24',21,159
'SC12',2023/12/28,'0-8',1,5
'SC12',2023/12/28,'5-13',2,7
'SC12',2023/12/28,'8-16',1,9
'SC12',2023/12/28,'12-20',1,5
'SC12',2023/12/28,'14-22',4,1
'SC12',2023/12/28,'16-24',4,1
'SC14',2023/12/28,'0-8',1,1
'SC14',2023/12/28,'5-13',1,1
'SC14',2023/12/28,'8-16',1,6
'SC14',2023/12/28,'12-20',1,1
'SC14',2023/12/28,'14-22',1,2
'SC14',2023/12/28,'16-24',1,3
'SC15',2023/12/28,'0-8',2,16
'SC15',2023/12/28,'5-13',1,17
'SC15',2023/12/28,'8-16',2,5
'SC15',2023/12/28,'12-20',1,9
'SC15',2023/12/28,'14-22',2,1
'SC15',2023/12/28,'16-24',3,18
'SC16',2023/12/28,'0-8',1,3
'SC16',2023/12/28,'5-13',2,1
'SC16',2023/12/28,'8-16',3,1
'SC16',2023/12/28,'12-20',1,1
'SC16',2023/12/28,'14-22',2,1
'SC16',2023/12/28,'16-24',1,4
'SC17',2023/12/28,'0-8',1,59
'SC17',2023/12/28,'5-13',7,3
'SC17',2023/12/28,'8-16',1,16
'SC17',2023/12/28,'12-20',1,1
'SC17',2023/12/28,'14-22',1,36
'SC17',2023/12/28,'16-24',1,61
'SC18',2023/12/28,'0-8',3,2
'SC18',2023/12/28,'5-13',1,1
'SC18',2023/12/28,'8-16',6,3
'SC18',2023/12/28,'12-20',2,1
'SC18',2023/12/28,'14-22',1,1
'SC18',2023/12/28,'16-24',3,27
'SC19',2023/12/28,'0-8',6,3
'SC19',2023/12/28,'5-13',1,2
'SC19',2023/12/28,'8-16',1,10
'SC19',2023/12/28,'12-20',2,5
'SC19',2023/12/28,'14-22',1,5
'SC19',2023/12/28,'16-24',1,18
'SC2',2023/12/28,'0-8',1,7
'SC2',2023/12/28,'5-13',5,1
'SC2',2023/12/28,'8-16',2,14
'SC2',2023/12/28,'12-20',4,1
'SC2',2023/12/28,'14-22',1,1
'SC2',2023/12/28,'16-24',14,6
'SC20',2023/12/28,'0-8',1,1
'SC20',2023/12/28,'5-13',1,1
'SC20',2023/12/28,'8-16',1,1
'SC20',2023/12/28,'12-20',1,1
'SC20',2023/12/28,'14-22',1,1
'SC20',2023/12/28,'16-24',1,1
'SC21',2023/12/28,'0-8',1,1
'SC21',2023/12/28,'5-13',1,1
'SC21',2023/12/28,'8-16',1,2
'SC21',2023/12/28,'12-20',1,1
'SC21',2023/12/28,'14-22',1,1
'SC21',2023/12/28,'16-24',1,4
'SC22',2023/12/28,'0-8',5,12
'SC22',2023/12/28,'5-13',1,1
'SC22',2023/12/28,'8-16',1,20
'SC22',2023/12/28,'12-20',7,1
'SC22',2023/12/28,'14-22',3,1
'SC22',2023/12/28,'16-24',1,25
'SC23',2023/12/28,'0-8',1,1
'SC23',2023/12/28,'5-13',1,1
'SC23',2023/12/28,'8-16',1,8
'SC23',2023/12/28,'12-20',1,1
'SC23',2023/12/28,'14-22',1,1
'SC23',2023/12/28,'16-24',2,9
'SC24',2023/12/28,'0-8',3,6
'SC24',2023/12/28,'5-13',3,1
'SC24',2023/12/28,'8-16',1,13
'SC24',2023/12/28,'12-20',3,4
'SC24',2023/12/28,'14-22',1,4
'SC24',2023/12/28,'16-24',1,4
'SC25',2023/12/28,'0-8',1,165
'SC25',2023/12/28,'5-13',8,1
'SC25',2023/12/28,'8-16',1,46
'SC25',2023/12/28,'12-20',1,33
'SC25',2023/12/28,'14-22',11,1
'SC25',2023/12/28,'16-24',24,199
'SC26',2023/12/28,'0-8',3,8
'SC26',2023/12/28,'5-13',1,1
'SC26',2023/12/28,'8-16',3,16
'SC26',2023/12/28,'12-20',5,1
'SC26',2023/12/28,'14-22',1,5
'SC26',2023/12/28,'16-24',2,1
'SC27',2023/12/28,'0-8',2,1
'SC27',2023/12/28,'5-13',1,7
'SC27',2023/12/28,'8-16',3,2
'SC27',2023/12/28,'12-20',3,1
'SC27',2023/12/28,'14-22',1,1
'SC27',2023/12/28,'16-24',1,16
'SC28',2023/12/28,'0-8',1,1
'SC28',2023/12/28,'5-13',1,1
'SC28',2023/12/28,'8-16',1,1
'SC28',2023/12/28,'12-20',1,1
'SC28',2023/12/28,'14-22',1,1
'SC28',2023/12/28,'16-24',1,2
'SC29',2023/12/28,'0-8',3,6
'SC29',2023/12/28,'5-13',2,7
'SC29',2023/12/28,'8-16',1,10
'SC29',2023/12/28,'12-20',1,2
'SC29',2023/12/28,'14-22',1,3
'SC29',2023/12/28,'16-24',1,29
'SC3',2023/12/28,'0-8',4,82
'SC3',2023/12/28,'5-13',1,1
'SC3',2023/12/28,'8-16',2,33
'SC3',2023/12/28,'12-20',4,1
'SC3',2023/12/28,'14-22',3,23
'SC3',2023/12/28,'16-24',1,29
'SC30',2023/12/28,'0-8',2,3
'SC30',2023/12/28,'5-13',2,1
'SC30',2023/12/28,'8-16',1,9
'SC30',2023/12/28,'12-20',1,6
'SC30',2023/12/28,'14-22',2,1
'SC30',2023/12/28,'16-24',1,7
'SC31',2023/12/28,'0-8',2,47
'SC31',2023/12/28,'5-13',8,6
'SC31',2023/12/28,'8-16',8,1
'SC31',2023/12/28,'12-20',7,20
'SC31',2023/12/28,'14-22',1,2
'SC31',2023/12/28,'16-24',2,30
'SC32',2023/12/28,'0-8',1,2
'SC32',2023/12/28,'5-13',2,1
'SC32',2023/12/28,'8-16',1,1
'SC32',2023/12/28,'12-20',1,1
'SC32',2023/12/28,'14-22',1,1
'SC32',2023/12/28,'16-24',2,4
'SC34',2023/12/28,'0-8',2,21
'SC34',2023/12/28,'5-13',3,1
'SC34',2023/12/28,'8-16',3,12
'SC34',2023/12/28,'12-20',4,3
'SC34',2023/12/28,'14-22',1,1
'SC34',2023/12/28,'16-24',1,28
'SC35',2023/12/28,'0-8',5,79
'SC35',2023/12/28,'5-13',3,46
'SC35',2023/12/28,'8-16',4,16
'SC35',2023/12/28,'12-20',1,1
'SC35',2023/12/28,'14-22',7,1
'SC35',2023/12/28,'16-24',1,143
'SC36',2023/12/28,'0-8',1,1
'SC36',2023/12/28,'5-13',1,1
'SC36',2023/12/28,'8-16',1,1
'SC36',2023/12/28,'12-20',1,1
'SC36',2023/12/28,'14-22',1,1
'SC36',2023/12/28,'16-24',1,1
'SC37',2023/12/28,'0-8',1,1
'SC37',2023/12/28,'5-13',1,1
'SC37',2023/12/28,'8-16',1,2
'SC37',2023/12/28,'12-20',1,1
'SC37',2023/12/28,'14-22',1,1
'SC37',2023/12/28,'16-24',1,2
'SC38',2023/12/28,'0-8',2,9
'SC38',2023/12/28,'5-13',1,1
'SC38',2023/12/28,'8-16',1,7
'SC38',2023/12/28,'12-20',2,1
'SC38',2023/12/28,'14-22',2,1
'SC38',2023/12/28,'16-24',1,12
'SC39',2023/12/28,'0-8',2,4
'SC39',2023/12/28,'5-13',1,1
'SC39',2023/12/28,'8-16',1,3
'SC39',2023/12/28,'12-20',1,1
'SC39',2023/12/28,'14-22',1,1
'SC39',2023/12/28,'16-24',1,6
'SC4',2023/12/28,'0-8',8,113
'SC4',2023/12/28,'5-13',1,27
'SC4',2023/12/28,'8-16',5,1
'SC4',2023/12/28,'12-20',2,37
'SC4',2023/12/28,'14-22',1,1
'SC4',2023/12/28,'16-24',17,122
'SC40',2023/12/28,'0-8',1,7
'SC40',2023/12/28,'5-13',2,1
'SC40',2023/12/28,'8-16',3,3
'SC40',2023/12/28,'12-20',3,1
'SC40',2023/12/28,'14-22',1,1
'SC40',2023/12/28,'16-24',2,7
'SC41',2023/12/28,'0-8',1,2
'SC41',2023/12/28,'5-13',1,1
'SC41',2023/12/28,'8-16',1,7
'SC41',2023/12/28,'12-20',1,1
'SC41',2023/12/28,'14-22',1,1
'SC41',2023/12/28,'16-24',1,1
'SC43',2023/12/28,'0-8',2,1
'SC43',2023/12/28,'5-13',1,10
'SC43',2023/12/28,'8-16',1,3
'SC43',2023/12/28,'12-20',1,8
'SC43',2023/12/28,'14-22',2,1
'SC43',2023/12/28,'16-24',2,1
'SC44',2023/12/28,'0-8',6,10
'SC44',2023/12/28,'5-13',1,1
'SC44',2023/12/28,'8-16',1,19
'SC44',2023/12/28,'12-20',7,19
'SC44',2023/12/28,'14-22',5,6
'SC44',2023/12/28,'16-24',14,79
'SC46',2023/12/28,'0-8',3,1
'SC46',2023/12/28,'5-13',1,1
'SC46',2023/12/28,'8-16',1,6
'SC46',2023/12/28,'12-20',6,9
'SC46',2023/12/28,'14-22',1,11
'SC46',2023/12/28,'16-24',6,1
'SC47',2023/12/28,'0-8',3,157
'SC47',2023/12/28,'5-13',1,42
'SC47',2023/12/28,'8-16',1,59
'SC47',2023/12/28,'12-20',4,30
'SC47',2023/12/28,'14-22',1,41
'SC47',2023/12/28,'16-24',1,151
'SC48',2023/12/28,'0-8',1,1
'SC48',2023/12/28,'5-13',1,1
'SC48',2023/12/28,'8-16',1,1
'SC48',2023/12/28,'12-20',1,1
'SC48',2023/12/28,'14-22',1,1
'SC48',2023/12/28,'16-24',1,1
'SC49',2023/12/28,'0-8',1,37
'SC49',2023/12/28,'5-13',1,1
'SC49',2023/12/28,'8-16',2,13
'SC49',2023/12/28,'12-20',5,1
'SC49',2023/12/28,'14-22',6,2
'SC49',2023/12/28,'16-24',2,20
'SC5',2023/12/28,'0-8',8,105
'SC5',2023/12/28,'5-13',12,1
'SC5',2023/12/28,'8-16',10,38
'SC5',2023/12/28,'12-20',12,27
'SC5',2023/12/28,'14-22',10,2
'SC5',2023/12/28,'16-24',1,76
'SC51',2023/12/28,'0-8',4,47
'SC51',2023/12/28,'5-13',1,1
'SC51',2023/12/28,'8-16',6,27
'SC51',2023/12/28,'12-20',1,7
'SC51',2023/12/28,'14-22',13,18
'SC51',2023/12/28,'16-24',1,40
'SC52',2023/12/28,'0-8',1,4
'SC52',2023/12/28,'5-13',2,1
'SC52',2023/12/28,'8-16',2,2
'SC52',2023/12/28,'12-20',1,1
'SC52',2023/12/28,'14-22',1,1
'SC52',2023/12/28,'16-24',1,7
'SC53',2023/12/28,'0-8',10,58
'SC53',2023/12/28,'5-13',1,7
'SC53',2023/12/28,'8-16',13,29
'SC53',2023/12/28,'12-20',4,22
'SC53',2023/12/28,'14-22',6,20
'SC53',2023/12/28,'16-24',20,164
'SC54',2023/12/28,'0-8',1,8
'SC54',2023/12/28,'5-13',2,19
'SC54',2023/12/28,'8-16',1,1
'SC54',2023/12/28,'12-20',2,17
'SC54',2023/12/28,'14-22',4,1
'SC54',2023/12/28,'16-24',8,22
'SC55',2023/12/28,'0-8',3,1
'SC55',2023/12/28,'5-13',2,3
'SC55',2023/12/28,'8-16',1,8
'SC55',2023/12/28,'12-20',1,5
'SC55',2023/12/28,'14-22',1,1
'SC55',2023/12/28,'16-24',2,1
'SC56',2023/12/28,'0-8',1,1
'SC56',2023/12/28,'5-13',1,1
'SC56',2023/12/28,'8-16',1,2
'SC56',2023/12/28,'12-20',1,1
'SC56',2023/12/28,'14-22',1,1
'SC56',2023/12/28,'16-24',1,6
'SC57',2023/12/28,'0-8',6,47
'SC57',2023/12/28,'5-13',2,1
'SC57',2023/12/28,'8-16',3,14
'SC57',2023/12/28,'12-20',1,1
'SC57',2023/12/28,'14-22',1,1
'SC57',2023/12/28,'16-24',6,18
'SC58',2023/12/28,'0-8',1,1
'SC58',2023/12/28,'5-13',1,1
'SC58',2023/12/28,'8-16',1,1
'SC58',2023/12/28,'12-20',1,1
'SC58',2023/12/28,'14-22',1,1
'SC58',2023/12/28,'16-24',1,5
'SC6',2023/12/28,'0-8',5,82
'SC6',2023/12/28,'5-13',1,11
'SC6',2023/12/28,'8-16',3,31
'SC6',2023/12/28,'12-20',7,1
'SC6',2023/12/28,'14-22',4,9
'SC6',2023/12/28,'16-24',5,119
'SC60',2023/12/28,'0-8',2,229
'SC60',2023/12/28,'5-13',11,26
'SC60',2023/12/28,'8-16',2,52
'SC60',2023/12/28,'12-20',7,18
'SC60',2023/12/28,'14-22',8,20
'SC60',2023/12/28,'16-24',18,214
'SC61',2023/12/28,'0-8',1,1
'SC61',2023/12/28,'5-13',1,1
'SC61',2023/12/28,'8-16',1,1
'SC61',2023/12/28,'12-20',1,1
'SC61',2023/12/28,'14-22',1,1
'SC61',2023/12/28,'16-24',1,2
'SC63',2023/12/28,'0-8',1,2
'SC63',2023/12/28,'5-13',1,2
'SC63',2023/12/28,'8-16',2,3
'SC63',2023/12/28,'12-20',1,1
'SC63',2023/12/28,'14-22',1,2
'SC63',2023/12/28,'16-24',1,2
'SC66',2023/12/28,'0-8',1,1
'SC66',2023/12/28,'5-13',1,2
'SC66',2023/12/28,'8-16',1,2
'SC66',2023/12/28,'12-20',1,1
'SC66',2023/12/28,'14-22',1,1
'SC66',2023/12/28,'16-24',1,1
'SC68',2023/12/28,'0-8',1,1
'SC68',2023/12/28,'5-13',1,1
'SC68',2023/12/28,'8-16',2,2
'SC68',2023/12/28,'12-20',1,1
'SC68',2023/12/28,'14-22',1,1
'SC68',2023/12/28,'16-24',2,4
'SC7',2023/12/28,'0-8',7,114
'SC7',2023/12/28,'5-13',2,1
'SC7',2023/12/28,'8-16',5,58
'SC7',2023/12/28,'12-20',5,58
'SC7',2023/12/28,'14-22',1,47
'SC7',2023/12/28,'16-24',2,125
'SC8',2023/12/28,'0-8',9,125
'SC8',2023/12/28,'5-13',1,29
'SC8',2023/12/28,'8-16',1,36
'SC8',2023/12/28,'12-20',15,29
'SC8',2023/12/28,'14-22',12,20
'SC8',2023/12/28,'16-24',11,131
'SC9',2023/12/28,'0-8',6,101
'SC9',2023/12/28,'5-13',8,70
'SC9',2023/12/28,'8-16',1,12
'SC9',2023/12/28,'12-20',12,1
'SC9',2023/12/28,'14-22',8,1
'SC9',2023/12/28,'16-24',3,53
'SC1',2023/12/29,'0-8',5,125
'SC1',2023/12/29,'5-13',1,47
'SC1',2023/12/29,'8-16',5,31
'SC1',2023/12/29,'12-20',3,50
'SC1',2023/12/29,'14-22',2,1
'SC1',2023/12/29,'16-24',1,129
'SC10',2023/12/29,'0-8',5,140
'SC10',2023/12/29,'5-13',6,8
'SC10',2023/12/29,'8-16',8,30
'SC10',2023/12/29,'12-20',4,2
'SC10',2023/12/29,'14-22',2,19
'SC10',2023/12/29,'16-24',24,154
'SC12',2023/12/29,'0-8',2,4
'SC12',2023/12/29,'5-13',1,16
'SC12',2023/12/29,'8-16',1,1
'SC12',2023/12/29,'12-20',6,6
'SC12',2023/12/29,'14-22',2,1
'SC12',2023/12/29,'16-24',5,1
'SC14',2023/12/29,'0-8',2,1
'SC14',2023/12/29,'5-13',1,1
'SC14',2023/12/29,'8-16',1,6
'SC14',2023/12/29,'12-20',2,1
'SC14',2023/12/29,'14-22',2,1
'SC14',2023/12/29,'16-24',2,2
'SC15',2023/12/29,'0-8',3,15
'SC15',2023/12/29,'5-13',5,4
'SC15',2023/12/29,'8-16',5,10
'SC15',2023/12/29,'12-20',1,1
'SC15',2023/12/29,'14-22',7,1
'SC15',2023/12/29,'16-24',1,21
'SC16',2023/12/29,'0-8',2,2
'SC16',2023/12/29,'5-13',1,1
'SC16',2023/12/29,'8-16',1,3
'SC16',2023/12/29,'12-20',1,2
